Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
Aftph	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3850586609
Gm10451	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.5649167486
Bex6	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.8111397208
Irf4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1467011687
Amz1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.6558059719
Adh1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.2472116363
Aspm	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.322525441
3010026O09Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0059751723
Sod3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1242092293
Kifap3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.3515811722
Fancl	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.827995844
Cacna1h	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1837966165
Top3a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0359632212
Kdr	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0237712792
Smek2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0063878266
Chst10	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2670363128
Agl	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.8902303912
Lgmn	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0749693124
4930422N03Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.5861258796
Eef2k	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1055195191
3110007F17Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3904547972
4930432K21Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2268019474
Hsf2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-4.5171912617
Ecscr	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.3904335052
4930415F15Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0873467053
Rint1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0085701864
Myl4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.7916331622
Mospd1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1800572171
Snhg6	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0280584748
Lmln	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.9613823053
Gdf15	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1532812218
Taf6l	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3078316705
Cpne2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.7832287755
Ccdc25	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.8384400084
Nsg2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.5924339814
Tmprss3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-18.3270128159
Rasal1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2684624046
Rabl2a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.017137598
Mxra8	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.7752416681
Cradd	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.8093823791
Rragd	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0830878258
Csnk2a1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0303740001
Marveld1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1512867124
Tlcd1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0373402457
Egfl6	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-6.3602743614
Sparc	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	12.8749008471
Disp1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1482265178
Rps6kl1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1938167163
Degs1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.2017861836
Wdr35	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2502963377
Zfp354c	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1408903024
Fam189a1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.0199245383
Sdpr	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.079120512
Fstl1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	43.5094198454
Tnc	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.8309099824
Gas6	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.3230224957
Insl6	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1791598081
Pdlim1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.041188615
Rapgef3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.0385936359
E2f7	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2695153562
Mia3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0168493619
Scgb3a1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1843090615
Dci	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.8362194454
St3gal2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3971978748
1500011H22Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1117466319
Agpat9	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-6.3032199227
Timp3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.4474930278
Anapc4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0088336841
Cav1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	14.418560671
Enpep	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-31.412552017
Cd302	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.0142080507
1110054M08Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.5893168213
Hexa	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	15.7884840428
4930455F23Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.3834762225
Casp1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.410211577
8430436O14Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0272575352
Ftsj2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1800217065
Tbc1d4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.7062790852
Otud7b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3510253989
Tgm2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.3843047825
Pdgfrb	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	5.8579479524
Zscan21	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6098378735
Rangrf	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0463160726
6430501K19Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0231159404
E230012J19Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0229778169
Ttc26	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-4.3664013628
Fads2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-5.3260731754
Zfp423	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.237259338
Sertad2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6654816497
Tspan31	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.3665766989
2210016F16Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.5406454916
Col4a2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	24.2095146248
Fscn1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.1937981247
Abca8a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.3060291502
Ctsd	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0435857062
E130303B06Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3323499187
A730011C13Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0274846614
Sri	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2626987177
Sox17	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.5176943074
Kcne4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0831763861
Vim	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1603595135
Npl	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.8263722935
Sh3glb2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0800961979
Elof1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0314245052
X99384	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0169016701
Asb13	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0916803797
Asl	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1097385886
1700012D01Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1652509631
Dgcr14	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1109073374
Slamf7	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1700916896
C4b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	5.3212520839
Znhit1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.4074331706
Gpr137b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.371528161
Sepp1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	37.1170204915
Hist1h3d	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.1980234109
Ugcg	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0455146573
1110007L15Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0072895648
Car3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2072767085
Zfp839	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.2016236957
Sparcl1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	17.890279231
Usp30	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0576304175
Pex13	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.186007416
Htra1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.9376430884
Snx24	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.3330092057
App	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.3996325305
B130040O20Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0735962295
Pppde1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.7454901779
Elp4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2353647365
Adamts5	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0648172272
Gfra1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.5134383485
Celsr1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-6.1271567075
Serpinb6a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.5429810523
1700042O10Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6346713304
Myl9	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.2086073453
Aars	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1178932518
Parp16	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2871920334
Cald1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	4.2984286974
Eaf2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.2019266303
Zfp667	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.7678495009
Recql4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.061052851
Tmem106a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.4486413851
Prkcdbp	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1702718242
Abcb4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.3616476738
Hdac5	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.5353953895
Dhcr7	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0504715832
Ms4a7	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	4.2259318451
Itpr1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.3981902696
Fermt2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.5044147444
Slamf9	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.4043514923
Slc29a1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.276197118
Nfib	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.5752803992
LOC552908	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-5.1507651084
Crxos1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0528721056
Rnf185	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6727258716
Crcp	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0582742877
BC031748	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.7818207911
Pmaip1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.9031516034
Cdk5rap1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.4048693193
Phlpp1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2951727586
Serping1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	32.8049473374
Zmat1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1434655794
Car13	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1074391857
Slc2a9	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1852578183
B9d1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.8146289585
Cotl1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	4.1319255224
Lgr4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.5861801053
Loxl2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.6528217677
Prdx4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.005239419
C1r	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	4.098554693
Anxa5	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.5948248993
Cops4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1757846172
Hsh2d	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.18840954
Pparg	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1499986441
Stab1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.0121732472
Fblim1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.2229259266
Med9	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.686979147
Stk39	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.33455892
Dcun1d4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.2858895792
Tbc1d24	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2327999543
C1s	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	15.3409056531
Slc16a6	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.7579446437
Clec2i	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0328549099
Pcp4	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.5936098949
Tmem120a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6876504192
9330118A15Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-5.4656662793
Camk2n2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.914651716
Abca1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.2799649921
Pvrl3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1453137661
Oscp1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-4.0210666519
Ccdc90b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.0258526829
Mrgpre	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.254937583
9430027B09Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-4.4248889537
Bcr	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2866274505
Ttc19	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1857500268
Sirpa	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	4.1015325657
Wwtr1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1366800856
Ggnbp1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.0368491563
Fgd5	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.9415458015
Tmem161b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1205790293
4831426I19Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.2053417655
Rfxap	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0124471203
Gm10786	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.972064653
AV249152	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.2634637179
Grhpr	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.2893379733
Adamts1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.7494294163
Rab35	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1659951312
Pipox	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0631400392
Rundc3b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-21.4611131059
Pmvk	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.165476642
Pdpn	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.9050485907
Rbms3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.7455191993
Nckap1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.4577061067
Myc	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.1986923492
Dse	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.0249158318
Itm2c	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.9371521461
Lmcd1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-4.3830678136
C1qb	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	20.7278441291
Epb4.1l3	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	3.0750092494
Usp34	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1048129063
Nicn1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6760366505
Reep2	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.9824433812
2310010G23Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1623371732
B230354O11Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.040422267
Ppic	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	5.5493190461
Ift74	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.5720573664
Trim32	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.8236248974
E130306D19Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.5236008342
D12Ertd123e	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.639718338
Exo1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.20393104
Reep1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-3.3721045107
Commd1	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.8526692802
Abcb1b	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.6753696698
Pmp22	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	8.487041606
Cdh5	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	2.0145395442
Kif3a	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.0265327635
4633401B06Rik	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	-2.1213295324
Ctsh	Myc	22863009	Mouse	Bone marrow	B220+	Microarray	4	Myc lymphoma vs Wt	6.7010782319
