Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
MORN4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MOSC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MPHOSPH6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MPP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MPP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MPPE1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MPST	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MPV17	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRE11A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MREG	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRFAP1L1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRI1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL11	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL13	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL14	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL16	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL17	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL20	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL21	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL24	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL27	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL34	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL36	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL36	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL38	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL39	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL41	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL43	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL46	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL47	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL50	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL51	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL53	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL55	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPL9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS14	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS15	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS16	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS18A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS18B	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS23	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS24	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS25	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS27	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS28	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS31	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS33	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS34	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MRPS5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MSC	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MSL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MSMB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MSMP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MST1R	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MT2A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTCH1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTCH2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTERF	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTERFD1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTERFD3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTFMT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTHFR	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTHFS	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTIF2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTIF3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTMR10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTMR12	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTMR2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTNR1A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTOR	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTPAP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTSS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTUS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MTX3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MUC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MUL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MUT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MUTED	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MVD	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MVK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MXD4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MXRA7	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYBPC3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYCBP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYCBP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYCBP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYEF2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYEOV2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYH10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYH9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYH9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYL6B	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYLK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYLK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYLPF	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO19	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO1D	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO1E	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO5A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO5C	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYO9A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MYPOP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
MZF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
N4BP2L2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
N6AMT1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
N6AMT2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAAA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NADK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAE1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAGA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAGPA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAIF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NALCN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAMPT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NANP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAP1L1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAP1L4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAP1L5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAPA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAPB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NARFL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NARG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NARS	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NARS2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAT13	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAT9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NAV1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NBAS	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NBL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NBN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NBPF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NBR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCALD	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCAPD2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCAPD3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCAPG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCBP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCKAP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCKAP5L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCKIPSD	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCOA5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCOA6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCOR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NCOR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDNL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDRG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDRG4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA11	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA12	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA4L2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFA8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFAB1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFAF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFAF4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFB1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFB10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFB6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFB7	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFB8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFS8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NDUFV2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEBL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEDD8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEFL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEGR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEK1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEK4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEK5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEK8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEK9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NETO2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEU1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEURL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEURL4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NEUROG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFE2L2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFE2L3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFIB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFIL3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFKBIL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFU1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFXL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NFYB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NGF	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHEDC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHEJ1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHLRC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHLRC4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHP2L1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NHP2L1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NICN1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NID1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NID2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NIN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NINJ1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NINL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NINL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NIPA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NIPAL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NIPSNAP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NIPSNAP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NIPSNAP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NKIRAS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NKX3-1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NKX3-2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NLE1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NLRC5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NLRP12	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NMB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NME4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NME6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NMI	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NMNAT3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NMRAL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NMT2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NMUR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOB1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOC2L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOC3L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOC4L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOD1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOL10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOL6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOL8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOL9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOP10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOP14	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOSIP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOTCH1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NOXO1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPAT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPBWR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPDC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPHP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPHP4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPLOC4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPPC	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPTX1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NPY1R	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NQO1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR1D1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR1H2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR2C1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR2C2AP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR2C2AP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR2C2AP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR2F6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR3C1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR3C2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR4A2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NR6A1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRCAM	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRIP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRM	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRSN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRTN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NRXN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NSL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NSMCE1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NSMCE4A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NSUN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NSUN5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NSUN6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NT5C	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NT5C3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NT5C3L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NT5DC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NT5DC3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NTHL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NTN3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NTN4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NTN5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NTSR2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUAK1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUAK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUCKS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDCD1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDCD2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDCD3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT17	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT18	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT21	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUDT8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUFIP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUFIP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
